ID,FIELD,YLD00,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917
3860,C29,928.5,1079.14,0.363,0.004905,-0.003501,0.001403,17.2999992,45,82,79,121,83,-0.2138,-0.2078,-0.1446,0.1389,0.2914,0.3696,0.4051,0.2673,0.0615,-0.0796
3885,C29,571,1080.24,0.1395,0.006521,-0.002461,0.00406,15.3000002,33.9000015,90,85,118,78,-0.2058,-0.2016,-0.2093,0.0516,0.1173,0.2216,0.283,0.2836,0.033,-0.0583
3886,C29,590.9000244,1080.17,0.2049,0.002125,-0.000783,0.001343,18.7000008,32.5999985,88,81,113,76,-0.2098,-0.2016,-0.2,0.0512,0.1915,0.2967,0.3631,0.303,0.0222,-0.1043
3887,C29,738.9000244,1080.06,0.1828,-0.007331,0.006326,-0.001006,20.1000004,33.7999992,82,82,106,76,-0.1958,-0.2078,-0.1953,0.0648,0.1915,0.2766,0.3631,0.3166,0.0568,-0.0811
3888,C29,906.7999878,1080,0.1022,0.000681,-0.000906,-0.000225,21.5,36.2000008,78,81,103,74,-0.1972,-0.2078,-0.1905,0.0698,0.1915,0.2872,0.3836,0.3869,0.076,-0.0679
3889,C29,901.5999756,1079.94,0.1236,-0.005138,0.000295,-0.004843,22.8999996,37.2999992,84,78,103,73,-0.2138,-0.1984,-0.1905,0.0876,0.2,0.3262,0.4051,0.3568,0.0514,-0.0893
3890,C29,971.5999756,1079.88,0.124,-0.007425,0.002042,-0.005383,22.2999992,36.7000008,88,82,103,73,-0.2014,-0.2031,-0.1928,0.0892,0.2,0.3191,0.4088,0.3949,0.076,-0.0826
3891,C29,928.5,1079.83,0.1119,0.001645,0.001323,0.002968,22.7999992,35.2000008,84,77,104,74,-0.1972,-0.2062,-0.1928,0.0892,0.1958,0.3369,0.4194,0.3861,0.076,-0.0926
3892,C29,908.9000244,1079.77,0.1156,0.001853,-0.001634,0.000219,24.3999996,38.5,84,78,106,72,-0.2014,-0.2078,-0.1829,0.109,0.2086,0.3263,0.4231,0.42,0.0843,-0.0755
3893,C29,948.4000244,1079.71,0.1211,-0.003183,0.001002,-0.00218,23.2999992,36.9000015,84,82,101,72,-0.1944,-0.1969,-0.1801,0.109,0.2043,0.3333,0.4581,0.404,0.1043,-0.0755
3894,C29,924.9000244,1079.65,0.1166,-0.003229,-0.000257,-0.003486,23,36.2999992,86,77,102,69,-0.1986,-0.2032,-0.1875,0.1346,0.2391,0.3299,0.4615,0.3807,0.0909,-0.0732
3895,C29,704.5,1079.6,0.1037,-0.004566,0.00136,-0.003206,23.3999996,37.2000008,86,74,95,67,-0.1986,-0.1984,-0.1795,0.0837,0.2391,0.375,0.4771,0.3505,0.1043,-0.0246
3896,C29,701.7000122,1079.55,0.084,-0.005204,0.001952,-0.003253,23,34.5999985,86,76,94,66,-0.1855,-0.1837,-0.2078,0.08,0.2265,0.3228,0.48,0.3737,0.1875,0.0053
3897,C29,919.2999878,1079.51,0.115,-0.007284,-0.001472,-0.008755,25,36.7000008,86,73,84,63,-0.1722,-0.1967,-0.2053,0.1472,0.2047,0.3797,0.5364,0.401,0.2387,0.0104
3898,C29,992.0999756,1079.45,0.12,-0.016267,0.007397,-0.00887,29.7000008,45.7000008,86,79,85,60,-0.1805,-0.2033,-0.1946,0.1485,0.2832,0.3846,0.5584,0.4826,0.2638,-0.0051
3899,C29,1030.599976,1079.43,0.0888,-0.019574,0.010689,-0.008885,36.5999985,58.2999992,82,75,83,58,-0.1832,-0.1965,-0.2133,0.16,0.3107,0.3862,0.5484,0.4951,0.3125,-0.0155
3900,C29,997.7000122,1079.47,0.2048,-0.013147,0.004704,-0.008443,31.2000008,47.7999992,84,75,86,62,-0.1835,-0.2085,-0.1711,0.1782,0.2907,0.4086,0.5195,0.468,0.2357,-0.0291
3901,C29,983.7000122,1079.54,0.104,0.001025,-0.004967,-0.003942,22.7999992,33,84,76,97,69,-0.1986,-0.2016,-0.1605,0.1643,0.3107,0.4149,0.4702,0.4,0.076,-0.0811
3902,C29,1072,1079.54,0.0854,0.006117,-0.005467,0.000651,22.2000008,29.7000008,86,78,105,75,-0.2057,-0.208,-0.1605,0.1284,0.2928,0.3822,0.473,0.2653,0.0444,-0.1043
3903,C29,1009.900024,1079.47,0.2232,0.006652,-0.00801,-0.001358,21,28.7000008,80,76,105,73,-0.2207,-0.2032,-0.1707,0.1261,0.2637,0.3403,0.4207,0.2821,0.0326,-0.0948
3904,C29,1086.599976,1079.34,0.3579,0.00748,-0.008123,-0.000644,21.2000008,38.2000008,86,81,108,73,-0.2113,-0.2032,-0.1497,0.1416,0.2597,0.3093,0.4094,0.3232,0.0508,-0.0796
3905,C29,1078.400024,1079.17,0.396,-0.002062,-0.000034,-0.002096,18.6000004,50.4000015,84,78,108,74,-0.2171,-0.2016,-0.1412,0.1827,0.2737,0.3757,0.4702,0.35,0.1462,-0.028
3931,C29,516.4000244,1080.13,0.1791,0.003223,-0.003322,-0.000099,17.1000004,35.9000015,90,83,109,75,-0.21,-0.2078,-0.2093,0.037,0.1596,0.235,0.3459,0.2965,0.069,-0.0642
3932,C29,571.5999756,1080.03,0.175,-0.004482,0.004965,0.000483,19.5,33.0999985,84,81,106,74,-0.2138,-0.2078,-0.2,0.0507,0.1958,0.3005,0.3459,0.3434,0.0568,-0.0727
3933,C29,884.7999878,1079.98,0.0793,0.000825,0.001654,0.002479,22.5,37.0999985,84,78,103,73,-0.2028,-0.2063,-0.1976,0.0783,0.2151,0.291,0.375,0.36,0.069,-0.0727
3934,C29,1001,1079.94,0.1254,0.005191,-0.003151,0.00204,22.2999992,35.5,86,82,107,73,-0.2042,-0.2016,-0.1928,0.0935,0.2324,0.3155,0.4125,0.3668,0.0636,-0.0811
3935,C29,893.7999878,1079.87,0.1223,-0.000654,0.000884,0.00023,22.7999992,37.2000008,88,78,103,73,-0.2192,-0.2016,-0.1951,0.0943,0.2043,0.3191,0.4088,0.401,0.0898,-0.0727
3936,C29,976,1079.81,0.1136,-0.006676,0.000482,-0.006194,22.7999992,37.9000015,88,78,103,73,-0.1972,-0.2112,-0.1902,0.0691,0.2151,0.3191,0.45,0.393,0.1043,-0.0791
3937,C29,970.9000244,1079.76,0.0996,-0.000841,0.000161,-0.000679,22.2000008,36.9000015,86,78,101,69,-0.1986,-0.2016,-0.1852,0.0943,0.2193,0.3368,0.4534,0.42,0.0964,-0.0806
3938,C29,878.2000122,1079.7,0.1118,-0.000926,0.000776,-0.00015,22.2999992,36.5999985,90,77,106,71,-0.1831,-0.1937,-0.1925,0.1028,0.2324,0.3231,0.434,0.4021,0.0824,-0.0909
3939,C29,891.5999756,1079.65,0.1025,0.000327,-0.000448,-0.000121,23.1000004,37.2000008,86,78,103,70,-0.1802,-0.2016,-0.1824,0.108,0.2366,0.3402,0.45,0.3608,0.0706,-0.0927
3940,C29,821.5,1079.6,0.0973,-0.004278,0.001304,-0.002974,24.7000008,37.4000015,84,76,101,69,-0.1844,-0.2032,-0.195,0.1068,0.2391,0.3542,0.4805,0.3403,0.0706,-0.0874
3941,C29,861.5999756,1079.56,0.0684,0.000311,-0.000481,-0.00017,25,35.9000015,82,78,96,68,-0.1929,-0.1984,-0.2,0.1176,0.2343,0.3542,0.48,0.3438,0.1553,-0.0462
3942,C29,1029.900024,1079.53,0.1005,0.003896,-0.004427,-0.000531,24.1000004,36.5999985,84,75,88,66,-0.1808,-0.1967,-0.1921,0.1429,0.2832,0.3646,0.4968,0.399,0.2152,-0.0051
3943,C29,1077.599976,1079.48,0.1602,-0.003425,0.000541,-0.002884,25.2999992,39.9000015,80,73,91,67,-0.1852,-0.2033,-0.1871,0.0813,0.2768,0.3711,0.5032,0.43,0.1829,-0.0537
3944,C29,1016.400024,1079.44,0.1535,-0.020981,0.010071,-0.01091,28.2000008,45.2000008,84,75,92,66,-0.1838,-0.1967,-0.1795,0.1111,0.2614,0.3613,0.5,0.4673,0.1361,-0.0821
3945,C29,1037.5,1079.48,0.2112,-0.012192,0.0005,-0.011691,25.7000008,39.4000015,86,75,98,67,-0.1942,-0.208,-0.172,0.161,0.2402,0.3579,0.4935,0.4372,0.0383,-0.0826
3946,C29,993.7999878,1079.54,0.0831,0.013134,-0.013737,-0.000604,22.2000008,30.7000008,86,74,100,68,-0.1941,-0.208,-0.1585,0.1495,0.3111,0.3927,0.5132,0.3438,0.0273,-0.0909
3947,C29,867.2000122,1079.51,0.1346,0.00369,-0.006494,-0.002804,22.2000008,29.7999992,80,75,102,71,-0.2014,-0.208,-0.1617,0.1261,0.2527,0.3474,0.4631,0.198,-0.0211,-0.1092
3948,C29,803.5,1079.41,0.2971,0.012943,-0.01323,-0.000288,22.1000004,36.7999992,80,77,102,72,-0.2168,-0.2078,-0.1512,0.1211,0.2193,0.285,0.4054,0.2222,0.0108,-0.1121
3949,C29,842.7999878,1079.24,0.4248,0.001168,-0.002244,-0.001076,19.8999996,51.7999992,82,82,106,73,-0.2234,-0.2016,-0.1462,0.1222,0.2527,0.2917,0.3333,0.2222,0.1978,-0.0796
3950,C29,1077.5,1079.05,0.4,-0.003256,0.001365,-0.001891,19.1000004,41.9000015,82,85,115,76,-0.2115,-0.2065,-0.1529,0.1101,0.2614,0.3402,0.4595,0.2836,0.1828,0
3973,C29,675.5999756,1080,0.1567,-0.008869,0.006576,-0.002293,16.6000004,36.2999992,82,81,105,75,-0.2098,-0.2063,-0.193,0.0711,0.1958,0.2105,0.4161,0.3793,0.1034,-0.0594
3974,C29,721.5999756,1079.96,0.0708,-0.002997,0.000939,-0.002059,20.7999992,36.5,82,78,107,74,-0.2098,-0.2063,-0.1856,0.0798,0.2234,0.3262,0.3951,0.3663,0.0568,-0.0642
3975,C29,874.2999878,1079.92,0.0922,0.003302,-0.000875,0.002427,22.2000008,36.5,80,78,107,74,-0.2042,-0.2016,-0.1856,0.0884,0.2128,0.337,0.3988,0.3663,0.0562,-0.0826
3976,C29,893.0999756,1079.87,0.1042,0.002207,0.000527,0.002734,21,34.4000015,86,82,107,74,-0.1986,-0.2062,-0.1856,0.0783,0.1813,0.3155,0.3988,0.39,0.0636,-0.0826
3977,C29,835.5,1079.82,0.1065,0.00217,-0.001614,0.000555,22.8999996,36.4000015,86,82,103,74,-0.2042,-0.2109,-0.1779,0.0502,0.1765,0.285,0.4395,0.3731,0.1043,-0.0791
3978,C29,747.2000122,1079.77,0.1126,-0.000804,-0.000636,-0.00144,22.3999996,37.5,84,78,95,73,-0.1972,-0.2062,-0.1951,0.0648,0.1957,0.3021,0.4395,0.393,0.1071,-0.0755
3979,C29,785.5,1079.71,0.1274,-0.001574,0.000488,-0.001086,23,37.5999985,82,78,100,73,-0.2014,-0.2109,-0.1852,0.0892,0.2065,0.3093,0.4395,0.3949,0.033,-0.0755
3980,C29,809.0999756,1079.65,0.1038,-0.002752,0.000602,-0.00215,23.1000004,36.9000015,84,78,103,73,-0.2042,-0.1984,-0.1852,0.0698,0.1872,0.3026,0.4395,0.3128,0.0562,-0.0806
3981,C29,836.7000122,1079.61,0.0859,-0.002003,0.001848,-0.000155,24,36.7000008,86,78,103,71,-0.1888,-0.1968,-0.1902,0.109,0.1872,0.3542,0.45,0.2775,0.093,-0.1068
3982,C29,880.2999878,1079.58,0.0568,-0.002888,0.001206,-0.001682,22.7000008,35.7999992,82,78,97,69,-0.1815,-0.2033,-0.1801,0.1038,0.2556,0.3299,0.4902,0.2953,0.1515,-0.0874
3983,C29,891.2000122,1079.56,0.0596,0.002921,-0.00255,0.00037,23.1000004,37.0999985,84,77,91,67,-0.2,-0.1983,-0.1923,0.1111,0.2655,0.3782,0.4969,0.399,0.1758,-0.0577
3984,C29,878.5999756,1079.54,0.1103,0.004564,-0.006386,-0.001822,23.2000008,35.5,84,75,96,69,-0.1986,-0.2126,-0.1899,0.0762,0.2273,0.3402,0.4839,0.3706,0.093,-0.0577
3985,C29,916.2999878,1079.53,0.1306,0.004852,-0.009186,-0.004334,23,35.2000008,80,77,99,68,-0.1929,-0.1968,-0.1824,0.0704,0.2135,0.3368,0.4737,0.3706,0.033,-0.0791
3986,C29,862.0999756,1079.55,0.0904,0.01079,-0.008764,0.002027,21.5,32.5,80,77,105,71,-0.1886,-0.2222,-0.1829,0.1019,0.1978,0.3579,0.4172,0.3505,-0.0206,-0.0909
3987,C29,816,1079.54,0.0861,0.012696,-0.009146,0.00355,21.5,30.3999996,86,78,106,72,-0.2056,-0.2078,-0.1716,0.1193,0.2283,0.3333,0.4133,0.2474,-0.0157,-0.0973
3988,C29,756.0999756,1079.47,0.2408,0.017289,-0.013407,0.003882,22,31.2000008,78,77,105,73,-0.2125,-0.2171,-0.1676,0.1261,0.2,0.2917,0.3548,0.14,-0.0558,-0.1169
3989,C29,731.7000122,1079.32,0.4044,0.00968,-0.008288,0.001392,20.6000004,42.2999992,82,81,109,77,-0.2192,-0.2129,-0.1609,0.1161,0.2275,0.2718,0.3816,0.1584,0.0582,-0.1121
3990,C29,918,1079.12,0.431,-0.002725,0.003232,0.000507,20.1000004,37.0999985,88,89,125,79,-0.2207,-0.2231,-0.1512,0.0164,0.1771,0.2984,0.4161,0.1415,0.1728,-0.0583
4011,C29,863.5999756,1079.94,0.0744,-0.007505,0.002402,-0.005103,16.5,37.5999985,92,82,110,76,-0.2,-0.2129,-0.1834,0.0857,0.2155,0.2581,0.4198,0.3831,0.0497,-0.0762
4012,C29,640.5,1079.91,0.0843,-0.00124,-0.001229,-0.002469,18.6000004,37.5,88,82,115,74,-0.2056,-0.2109,-0.1765,0.1132,0.2169,0.2842,0.3988,0.3731,0.0497,-0.0991
4013,C29,749.2999878,1079.86,0.0833,-0.002304,0.001274,-0.001031,19.2000008,36.2000008,86,82,111,74,-0.2056,-0.2109,-0.1765,0.0734,0.1856,0.2828,0.3827,0.3695,0.0621,-0.0991
4014,C29,888.7999878,1079.83,0.0752,0.005245,-0.002165,0.003081,21,36,88,78,107,73,-0.2055,-0.2171,-0.1765,0.0917,0.1915,0.2828,0.4465,0.38,0.076,-0.0826
4015,C29,844.2000122,1079.78,0.0975,0.00137,-0.000068,0.001302,23.1000004,37.2000008,86,78,105,73,-0.1916,-0.2062,-0.1902,0.0977,0.1915,0.3026,0.443,0.3636,0.0795,-0.0909
4016,C29,854,1079.73,0.1126,0.000763,-0.001403,-0.00064,22.3999996,38.2000008,84,78,107,73,-0.1959,-0.2031,-0.1852,0.0791,0.2,0.2995,0.4323,0.269,0.0108,-0.0909
4017,C29,740.7000122,1079.67,0.1056,-0.000358,0.000809,0.000451,22.8999996,36.5999985,82,79,103,71,-0.1916,-0.2016,-0.1902,0.0748,0.1957,0.2821,0.4581,0.2222,0.0674,-0.0741
4018,C29,805.7999878,1079.63,0.093,0.000708,0.000819,0.001527,22,35,84,78,103,72,-0.193,-0.2016,-0.1975,0.0755,0.1957,0.2953,0.4872,0.2995,0.092,-0.0654
4019,C29,828.4000244,1079.59,0.0531,-0.002694,0.003619,0.000926,20.8999996,34.0999985,82,77,102,69,-0.2,-0.2016,-0.1875,0.0857,0.2444,0.3131,0.5125,0.3711,0.1446,-0.0476
4020,C29,822.0999756,1079.58,0.0329,0.002398,-0.001321,0.001077,22.7000008,36.5999985,82,77,93,68,-0.1756,-0.2032,-0.1899,0.0971,0.2472,0.3789,0.5094,0.3949,0.131,-0.0377
4021,C29,681.7000122,1079.57,0.0346,-0.000763,-0.000712,-0.001475,24.8999996,37.0999985,82,74,97,67,-0.1815,-0.208,-0.1925,0.0748,0.2265,0.3263,0.4839,0.3266,0.0674,-0.0654
4022,C29,729.0999756,1079.56,0.0378,0.001853,-0.001081,0.000772,24.3999996,36.7999992,82,76,96,68,-0.1841,-0.2063,-0.1975,0.0841,0.2135,0.3441,0.4323,0.299,0.016,-0.0991
4023,C29,668.2999878,1079.56,0.0656,0.016318,-0.010077,0.00624,22,33.2999992,80,75,98,69,-0.2113,-0.2109,-0.1856,0.0977,0.2,0.2698,0.3718,0.1584,-0.0154,-0.1092
4024,C29,724,1079.5,0.2229,0.014237,-0.012574,0.001663,20.8999996,34.0999985,84,73,104,72,-0.2,-0.2126,-0.1647,0.1041,0.1852,0.2698,0.3718,0.1443,-0.0206,-0.1092
4025,C29,709.4000244,1079.38,0.3421,0.004936,-0.005287,-0.000351,20.2000008,43.2999992,84,76,108,72,-0.215,-0.2129,-0.1609,0.0973,0.2432,0.2718,0.4133,0.1415,-0.0251,-0.1073
4026,C29,814.5,1079.21,0.4246,0.003025,-0.002662,0.000363,21.7999992,41,88,84,120,79,-0.2222,-0.2121,-0.1543,0.0165,0.1958,0.2718,0.3671,0.1748,0.0693,-0.0655
4045,C29,714.5999756,1079.91,0.1231,0.0018,0.000771,0.002571,17.7999992,39.9000015,88,82,108,76,-0.2138,-0.2078,-0.1882,0.1527,0.12,0.2105,0.2346,0.3659,0.0111,-0.0811
4046,C29,757.7000122,1079.85,0.0992,-0.005504,0.002827,-0.002677,19.1000004,44,90,83,108,76,-0.2098,-0.2078,-0.1792,0.0826,0.172,0.2653,0.3292,0.404,0.033,-0.0727
4047,C29,660.9000244,1079.81,0.0764,-0.00205,0.000175,-0.001875,21.8999996,39.7000008,84,80,108,74,-0.2056,-0.2078,-0.1908,0.0818,0.1937,0.3089,0.3789,0.3663,0.0276,-0.0909
4048,C29,672.7000122,1079.78,0.0801,0.0047,-0.001491,0.003209,22.7000008,38.9000015,86,78,108,73,-0.2083,-0.1984,-0.1737,0.0818,0.1937,0.2893,0.3836,0.31,0.0109,-0.0909
4049,C29,643.5,1079.73,0.0924,0.00422,-0.000143,0.004077,23.1000004,38.2999992,82,77,103,73,-0.2,-0.2078,-0.1807,0.0833,0.2,0.3057,0.3797,0.241,0.0053,-0.0893
4050,C29,724,1079.69,0.0876,0.003188,-0.000975,0.002213,24.7000008,38.5999985,80,81,103,71,-0.1944,-0.2078,-0.2,0.0935,0.1852,0.2923,0.3797,0.2347,0.0326,-0.0826
4051,C29,751.5999756,1079.64,0.0884,0.000191,0.00028,0.00047,23,35.9000015,82,77,101,68,-0.1944,-0.2016,-0.2,0.0704,0.1915,0.3163,0.4304,0.299,0.0726,-0.0654
4052,C29,771,1079.6,0.0521,-0.003147,0.002488,-0.000659,22.1000004,37.0999985,84,74,99,68,-0.1916,-0.2016,-0.1951,0.066,0.2265,0.3402,0.5032,0.3438,0.1214,-0.0556
4053,C29,659.2999878,1079.59,0.0449,-0.000012,0.000236,0.000224,24,38.2999992,82,76,93,70,-0.1844,-0.2033,-0.1847,0.0711,0.2265,0.3196,0.5032,0.3264,0.0971,-0.0507
4054,C29,774.5999756,1079.57,0.048,0.007139,-0.004852,0.002287,24.3999996,38.5,82,73,100,67,-0.2057,-0.2222,-0.2,0.0308,0.2198,0.2462,0.451,0.2929,0.043,-0.0679
4055,C29,694.4000244,1079.55,0.1041,0.007033,-0.007042,-0.000008,23.1000004,39.5,86,74,95,68,-0.2071,-0.2126,-0.1856,-0.0252,0.235,0.19,0.4737,0.2663,-0.0102,-0.0925
4056,C29,607.0999756,1079.51,0.1984,0.010095,-0.008697,0.001398,22.2999992,40.2000008,88,77,103,68,-0.214,-0.2218,-0.1786,0.0568,0.1828,0.291,0.321,0.2,-0.0718,-0.144
4057,C29,740.7999878,1079.41,0.3102,0.002682,-0.002472,0.00021,20.2000008,41.7000008,96,86,116,78,-0.2083,-0.2131,-0.1724,0,0.2366,0.2589,0.4437,0.165,-0.0345,-0.1149
4075,C29,780.2000122,1079.8,0.0801,-0.001471,0.000902,-0.00057,20.8999996,43.4000015,98,91,117,76,-0.2098,-0.2112,-0.1728,0.0748,0.1979,0.2632,0.3789,0.3168,0.0383,-0.0727
4076,C29,681.2000122,1079.76,0.0821,-0.003192,-0.00029,-0.003482,21.5,48.2999992,84,81,113,74,-0.2042,-0.2063,-0.1696,0.0599,0.2042,0.2653,0.434,0.31,0.0497,-0.0727
4077,C29,741.5999756,1079.72,0.0786,-0.007262,0.001918,-0.005343,22,43.0999985,86,80,109,74,-0.1958,-0.2078,-0.1765,0.0748,0.2128,0.285,0.4805,0.1856,0.043,-0.0727
4078,C29,694.5,1079.69,0.0799,-0.005091,0.000418,-0.004673,23.6000004,43.4000015,84,82,112,76,-0.1958,-0.2078,-0.1905,0.0698,0.2128,0.2653,0.4615,0.1856,0.0267,-0.0762
4079,C29,658.0999756,1079.65,0.1085,-0.008133,0.002959,-0.005174,23.5,44,88,84,111,76,-0.2096,-0.2063,-0.1905,0.0884,0.2128,0.3163,0.4839,0.2589,0.0481,-0.0762
4080,C29,678.5999756,1079.61,0.0699,-0.010276,0.005522,-0.004754,22.5,41.5,86,86,120,77,-0.193,-0.2063,-0.1905,0.0691,0.2086,0.3402,0.443,0.2821,0.0667,-0.0642
4081,C29,693.2000122,1079.58,0.0644,0.000463,-0.000379,0.000084,23.8999996,46.2000008,82,78,103,71,-0.1986,-0.2063,-0.1925,0.0741,0.2065,0.3161,0.4581,0.2632,0.0435,-0.0631
4082,C29,714.5999756,1079.55,0.0898,-0.000763,-0.002304,-0.003067,23.6000004,49.5999985,90,78,102,71,-0.2057,-0.1967,-0.1886,-0.1012,0.1957,0.1317,0.3293,0.241,-0.0583,-0.1224
4083,C29,689.2999878,1079.5,0.1436,0.002807,-0.003895,-0.001089,22.7999992,49.5999985,98,82,114,79,-0.2074,-0.2177,-0.2,-0.1679,0.0348,-0.0619,0.0794,0.2157,-0.1556,-0.1647
1363,C28,472,1080.48,0.3589,0.020781,-0.015728,0.005053,3.4000001,5.8000002,119,139,220,138,-0.2,-0.1985,-0.1852,-0.0502,-0.0338,0.0374,0.0164,0.0902,0,-0.0291
1364,C28,504.7000122,1080.4,0.3689,-0.016757,0.013218,-0.00354,4.8000002,6.6999998,123,139,229,138,-0.1986,-0.2015,-0.0429,-0.0159,-0.0467,0.0566,0.0341,-0.1793,0.0095,-0.0329
1365,C28,580.2000122,1080.35,0.2471,-0.031006,0.018248,-0.012759,5.5,11.5,119,137,225,132,-0.2082,-0.203,-0.0769,-0.0039,-0.0512,0.0986,0.0867,-0.1529,0.0964,-0.0095
1366,C28,608.9000244,1080.39,0.2076,-0.020763,0.004777,-0.015986,4.6999998,11.1000004,113,133,220,132,-0.2145,-0.1969,-0.1299,0.0196,-0.037,0.0893,0.0989,-0.093,0.1354,0.0673
1367,C28,590.5999756,1080.47,0.2321,-0.009406,0.014907,0.005502,3.3,8.6000004,121,140,229,141,-0.2278,-0.2115,-0.1676,-0.0903,0.0096,0.0393,0.2,0.1915,0.1111,0.0097
1398,C28,576.4000244,1080.5,0.2051,0.011413,-0.006888,0.004525,4.0999999,6.6999998,115,125,201,127,-0.2273,-0.2186,-0.1602,-0.0153,0.0047,0.1131,0.2655,-0.0496,0.1522,0.0854
1399,C28,610.7000122,1080.43,0.2418,0.000599,-0.011025,-0.010426,4.4000001,8.8999996,113,123,202,127,-0.2171,-0.21,-0.1568,-0.0192,0.0806,0.1721,0.3254,0.1528,0.1934,0.089
1400,C28,803.2999878,1080.39,0.2956,-0.000078,0.003441,0.003363,4.8000002,9.3999996,109,122,190,120,-0.1867,-0.1925,-0.1696,0,0.1287,0.0933,0.3373,0.2522,0.2386,0.1192
1401,C28,670.5,1080.33,0.2725,-0.013692,0.010331,-0.003361,4.3000002,11,115,130,204,128,-0.1601,-0.1741,-0.1772,0.0393,0.0189,0.109,0.3789,0.2941,0.1886,0.1551
1402,C28,850.7000122,1080.29,0.1404,-0.017766,0.010797,-0.006969,4.8000002,11.5,113,125,199,124,-0.1714,-0.1626,-0.1844,0.0517,0,0.1569,0.362,0.1176,0.1609,0.1414
1403,C28,764.7000122,1080.34,0.224,-0.01752,0.019614,0.002093,4.4000001,12.3999996,113,127,202,127,-0.1959,-0.1846,-0.1744,0,0.0753,0.1707,0.3789,0.1739,0.1461,0.1038
1404,C28,663.4000244,1080.45,0.4218,-0.027481,0.015166,-0.012316,3.5,9.6999998,117,132,213,135,-0.2222,-0.1986,-0.1561,-0.0741,0.0564,0.1308,0.3018,0.214,0.1217,0.0556
1405,C28,471.7000122,1080.61,0.4071,0.014033,-0.003278,0.010754,2.9000001,7.5999999,121,142,234,140,-0.2283,-0.2145,-0.1939,-0.0845,-0.0177,0.0673,0.1823,0.2052,0.1066,0.0893
1406,C28,411.2000122,1080.66,0.3061,0.011989,-0.000381,0.011608,2.7,6.3000002,123,143,243,143,-0.2273,-0.223,-0.1875,-0.0681,0.0228,0.0667,0.1913,0.1745,0.1066,0.0685
1407,C28,480.1000061,1080.6,0.2796,-0.009401,0.010222,0.000821,2.8,6.8000002,121,146,239,143,-0.2171,-0.2202,-0.1809,-0.0476,0.0507,0.0893,0.2044,0.1405,0.1088,0.0189
1408,C28,651.2000122,1080.57,0.1751,-0.023215,0.008405,-0.014811,3.5999999,10.1999998,115,137,216,132,-0.2168,-0.2145,-0.1758,-0.0647,0.0459,0.1022,0.2472,0.1392,0.0928,-0.0237
1443,C28,628.5999756,1080.68,0.4164,-0.003469,0.013824,0.010355,4.3000002,7.9000001,113,128,204,128,-0.2222,-0.2074,-0.172,0.0157,0.1275,0.1981,0.3294,0.0193,0.1977,0.0606
1444,C28,667.4000244,1080.51,0.3818,-0.009251,-0.001396,-0.010647,4.5,8,113,123,198,124,-0.2171,-0.2074,-0.172,0.0078,0.11,0.1754,0.2706,0.1826,0.2588,0.0462
1445,C28,827.7000122,1080.34,0.264,-0.034678,0.012905,-0.021774,4.5,11.1000004,111,122,192,120,-0.2133,-0.1939,-0.1713,0.032,0.1287,0.2019,0.3133,0.2523,0.2544,0.0695
1446,C28,826.7999878,1080.27,0.1595,-0.024155,0.013558,-0.010597,4.5,14.5,115,123,190,120,-0.1973,-0.189,-0.1705,0.041,0.1232,0.217,0.3415,0.3241,0.2544,0.0761
1447,C28,827.0999756,1080.24,0.1507,-0.029373,0.0179,-0.011473,4.3000002,13.8000002,109,121,193,121,-0.1799,-0.189,-0.1772,0.038,0.0737,0.2157,0.358,0.3491,0.1908,0.0761
1448,C28,795.5999756,1080.27,0.2326,-0.028529,0.014043,-0.014485,4.3000002,13.8000002,109,124,200,123,-0.1888,-0.1938,-0.1758,0.0122,0.0521,0.1942,0.3711,0.3175,0.1556,0.0619
1449,C28,598.7999878,1080.42,0.3628,0.004435,0.002745,0.00718,3.8,12.1000004,115,136,215,135,-0.204,-0.2059,-0.1724,-0.0534,0.0048,0.1415,0.2934,0.3333,0.125,0.0531
1450,C28,483.3999939,1080.6,0.4047,0.017398,-0.004593,0.012805,3.0999999,6.5,121,148,232,144,-0.2222,-0.2103,-0.1809,-0.0803,-0.0407,0.0917,0.2203,0.2811,0.1066,0.0654
1451,C28,416.3999939,1080.76,0.2994,0.029242,-0.014831,0.014411,2.7,5.5999999,123,152,256,150,-0.2298,-0.2308,-0.194,-0.0909,-0.0089,0.0762,0.1489,0.2411,0.1066,0.0654
1452,C28,507.7999878,1080.8,0.2099,0.028978,-0.014699,0.014279,2.5999999,5.0999999,125,148,246,147,-0.2268,-0.227,-0.1856,-0.0997,0.0224,0.0789,0.1676,0.1646,0.1055,0.0459
1453,C28,551.0999756,1080.73,0.2979,0.009429,-0.005218,0.004212,2.8,7.5,125,144,235,145,-0.2268,-0.2242,-0.1809,-0.0839,0.0224,0.083,0.1676,0.2052,0.0846,0.04
1454,C28,596.2000122,1080.68,0.302,-0.030027,0.008766,-0.021261,3.2,7.9000001,123,145,241,143,-0.2244,-0.2242,-0.1746,-0.0747,0.0136,0.0877,0.1803,0.1982,0.0435,0.0568
