,ID,FIELD,YLD03,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912
497,1449,C28,894,1080.42,0.3628,0.004435,0.002745,0.00718,3.8,12.1000004,115,136,215,135,-0.2339,-0.2158,-0.1364,0.4829,0.403
498,1450,C28,644,1080.6,0.4047,0.017398,-0.004593,0.012805,3.0999999,6.5,121,148,232,144,-0.2462,-0.2351,-0.2085,0.3738,0.4381
499,1451,C28,441,1080.76,0.2994,0.029242,-0.014831,0.014411,2.7,5.5999999,123,152,256,150,-0.2528,-0.2414,-0.2222,0.3679,0.4218
500,1452,C28,566,1080.8,0.2099,0.028978,-0.014699,0.014279,2.5999999,5.0999999,125,148,246,147,-0.2509,-0.2381,-0.2057,0.3302,0.3738
501,1453,C28,791,1080.73,0.2979,0.009429,-0.005218,0.004212,2.8,7.5,125,144,235,145,-0.2471,-0.2491,-0.1704,0.2844,0.3119
502,1454,C28,851,1080.68,0.302,-0.030027,0.008766,-0.021261,3.2,7.900000099999999,123,145,241,143,-0.2471,-0.2254,-0.1587,0.3396,0.2903
503,1455,C28,718,1080.76,0.2784,0.013709,-0.004114,0.009595,4.0,8.8999996,125,146,251,145,-0.2509,-0.2397,-0.1799,0.2385,0.2936
504,1495,C28,778,1081.25,0.3838,0.014469,-0.009614,0.004855,4.9000001,11.8000002,109,127,191,121,-0.2351,-0.221,-0.1048,0.5233,0.4896
505,1496,C28,861,1081.06,0.474,0.015274,-0.015321,-4.6e-05,5.0,11.3000002,111,118,189,121,-0.2314,-0.2135,-0.1473,0.5025,0.4286
506,1497,C28,820,1080.85,0.5964,-0.008161,-0.00176,-0.009921,4.1999998,10.5,113,121,194,124,-0.2358,-0.221,-0.1615,0.5306,0.4667
507,1498,C28,707,1080.62,0.6585,-0.030845,0.01356,-0.017285,3.9000001,10.5,113,127,205,127,-0.2389,-0.2325,-0.1235,0.54,0.4726
508,1499,C28,807,1080.43,0.5622,-0.047234,0.028675,-0.01856,3.7,12.8999996,115,130,206,127,-0.225,-0.2164,-0.075,0.5,0.4592
509,1500,C28,834,1080.34,0.4188,-0.046648,0.035932,-0.010716,3.9000001,14.800000199999998,115,123,198,121,-0.2152,-0.2121,-0.046,0.5176,0.4359
510,1501,C28,899,1080.32,0.3299,-0.006989,0.006122,-0.000867,3.8,12.1999998,113,119,188,117,-0.2199,-0.2107,-0.0417,0.5377,0.4508
511,1502,C28,922,1080.37,0.3181,-0.008922,-0.00323,-0.012152,3.8,13.1000004,111,124,197,124,-0.2167,-0.1985,-0.0714,0.5224,0.4272
512,1503,C28,680,1080.5,0.3344,-0.009223,-0.001664,-0.010888,3.5,10.5,123,135,228,138,-0.2422,-0.2186,-0.1524,0.4732,0.4272
513,1504,C28,528,1080.65,0.2891,0.007116,-0.001492,0.005623,2.7,5.6999998,125,149,250,149,-0.2462,-0.2457,-0.2057,0.4258,0.466
514,1505,C28,417,1080.77,0.2574,0.034237,-0.012751,0.021486,2.4000001,4.5999999,121,149,254,148,-0.2612,-0.2401,-0.2168,0.3962,0.367
515,1506,C28,401,1080.82,0.2317,0.04397,-0.028461,0.015509,2.5,5.0999999,129,156,258,152,-0.2565,-0.2279,-0.2113,0.3303,0.3738
516,1507,C28,481,1080.77,0.201,0.011471,-0.004956,0.006516,2.5,4.6999998,125,155,258,151,-0.2567,-0.2388,-0.1986,0.3551,0.3241
517,1508,C28,464,1080.79,0.2418,0.01364,0.002652,0.016291,2.9000001,6.0999999,123,153,255,149,-0.2528,-0.2334,-0.1815,0.3239,0.2995
518,1509,C28,611,1080.87,0.1983,0.044523,-0.018339,0.026184,3.7,6.6999998,127,155,256,153,-0.2509,-0.2254,-0.1857,0.2844,0.2968
519,1510,C28,536,1080.78,0.2435,-0.000623,0.003438,0.002815,3.7,6.6999998,127,151,258,152,-0.2509,-0.2334,-0.1642,0.2936,0.2589
520,1511,C28,650,1080.69,0.1955,-0.010899,-0.001098,-0.011998,3.9000001,7.400000099999999,121,139,209,129,-0.2519,-0.234,-0.1826,0.283,0.2308
521,1554,C28,753,1081.36,0.2501,0.032997,-0.019692,0.013306,6.4000001,13.3999996,115,122,190,122,-0.2295,-0.2331,-0.1111,0.4796,0.3695
522,1555,C28,696,1081.27,0.2597,0.02383,-0.00343,0.0204,5.1999998,13.6000004,115,124,200,123,-0.2295,-0.221,-0.1102,0.4898,0.4315
523,1556,C28,886,1081.16,0.2408,0.015218,-0.005176,0.010042,5.6999998,13.800000199999998,113,122,194,122,-0.2397,-0.2135,-0.0782,0.4898,0.4301
524,1557,C28,902,1081.07,0.3822,0.02501,-0.02819,-0.00318,4.6999998,14.6000004,111,123,197,125,-0.2295,-0.221,-0.1048,0.544,0.4639
525,1558,C28,945,1080.93,0.6591,0.019741,-0.019719,2.2e-05,3.8,11.5,115,124,205,128,-0.2295,-0.2093,-0.104,0.4975,0.4388
526,1559,C28,815,1080.77,0.7193,0.011301,-0.017675,-0.006374,3.5,10.3999996,107,123,199,123,-0.2245,-0.2188,-0.0902,0.5049,0.4271
527,1560,C28,879,1080.65,0.6702,0.02733,-0.006377,0.020953,4.1999998,16.5,109,121,196,120,-0.2263,-0.2171,-0.0628,0.52,0.433
528,1561,C28,847,1080.49,0.3863,-0.004804,0.018747,0.013943,4.099999899999999,12.3000002,113,120,185,114,-0.2203,-0.214,-0.038,0.5253,0.3949
529,1562,C28,924,1080.45,0.1567,-0.016608,0.010924,-0.005684,4.5999999,14.0,111,118,183,115,-0.2295,-0.1984,-0.1059,0.5152,0.3939
530,1563,C28,848,1080.56,0.2252,0.016058,-0.007797,0.008261,3.8,11.1999998,115,127,204,129,-0.2351,-0.2148,-0.1799,0.495,0.4747
531,1564,C28,753,1080.62,0.145,0.010981,-0.005562,0.005419,3.0999999,7.3000002,123,138,228,139,-0.2471,-0.2263,-0.2028,0.4563,0.4537
532,1565,C28,649,1080.61,0.3751,-0.005472,0.003299,-0.002173,3.0999999,9.0,117,137,230,136,-0.2441,-0.2325,-0.1462,0.468,0.4483
533,1566,C28,624,1080.6,0.5029,-0.009305,0.004116,-0.005189,2.8,5.5999999,117,145,244,142,-0.2441,-0.2313,-0.2195,0.468,0.4106
534,1567,C28,500,1080.63,0.3744,-0.012898,-0.004939,-0.017837,2.7,5.0999999,119,145,246,144,-0.2441,-0.2319,-0.2073,0.3913,0.3302
535,1568,C28,545,1080.75,0.3057,-0.000327,-0.002599,-0.002926,3.0999999,7.1999998,121,145,246,145,-0.2481,-0.233,-0.1898,0.3333,0.3213
536,1569,C28,484,1080.83,0.2324,0.026834,-0.007618,0.019216,3.2,6.900000099999999,121,147,257,150,-0.2471,-0.2308,-0.1769,0.2963,0.2489
537,1570,C28,631,1080.75,0.3317,0.008597,0.003886,0.012483,3.4000001,5.9000001,125,145,255,149,-0.2528,-0.233,-0.2,0.287,0.2589
538,1571,C28,472,1080.63,0.1904,-0.031662,0.018032,-0.013631,3.5999999,5.5999999,127,145,243,142,-0.251,-0.2482,-0.1729,0.2329,0.1826
539,1572,C28,347,1080.67,0.2356,-0.028665,0.014933,-0.013732,3.9000001,5.0999999,119,146,238,139,-0.2519,-0.2438,-0.1368,0.1909,0.1429
540,1618,C28,756,1081.18,0.4546,0.00609,-0.007046,-0.000956,6.6999998,14.300000199999998,111,126,189,121,-0.2381,-0.2353,-0.1382,0.4796,0.4175
541,1619,C28,959,1081.16,0.5004,0.004733,-0.004965,-0.000232,7.400000099999999,16.2000008,107,119,187,121,-0.2365,-0.2285,-0.1102,0.41,0.3695
542,1620,C28,820,1081.13,0.4601,0.014292,-0.0113,0.002992,5.6999998,13.5,109,115,181,115,-0.2295,-0.2243,-0.1518,0.4898,0.404
543,1621,C28,799,1081.1,0.2982,0.005123,-0.008468,-0.003345,4.8000002,10.5,107,121,194,121,-0.2365,-0.2093,-0.0931,0.5337,0.4747
544,1622,C28,749,1081.14,0.1908,0.035558,-0.022571,0.012987,4.3000002,12.1999998,111,125,205,129,-0.2365,-0.2093,-0.07,0.513,0.4227
545,1623,C28,827,1081.12,0.3068,0.056068,-0.023521,0.032547,4.0,10.6000004,109,121,191,121,-0.225,-0.2188,-0.0894,0.5179,0.4271
546,1624,C28,793,1080.98,0.314,0.032588,-0.006731,0.025858,4.0,9.0,105,115,178,113,-0.2203,-0.2171,-0.084,0.4924,0.4526
547,1625,C28,811,1080.83,0.39,0.033211,-0.016631,0.016581,4.3000002,12.1999998,107,112,178,112,-0.2255,-0.214,-0.0879,0.5306,0.4639
548,1626,C28,605,1080.6,0.4755,-0.018896,0.013148,-0.005748,4.3000002,9.3999996,113,116,185,117,-0.2255,-0.2231,-0.0386,0.4975,0.4564
549,1627,C28,749,1080.49,0.155,-0.019805,0.008335,-0.011471,4.4000001,10.1999998,109,120,195,120,-0.2203,-0.2231,-0.0744,0.5354,0.4592
550,1628,C28,862,1080.56,0.166,0.012193,-0.003368,0.008826,4.0,10.6999998,117,125,203,125,-0.2199,-0.2154,-0.1059,0.4706,0.45
551,1629,C28,611,1080.58,0.1226,0.01951,-0.010758,0.008751,3.3,6.599999900000001,117,132,216,134,-0.2441,-0.2313,-0.1439,0.4804,0.4483
552,1630,C28,435,1080.5,0.2268,-0.016621,0.001537,-0.015084,3.3,7.099999900000001,121,144,237,144,-0.2358,-0.2313,-0.1648,0.4314,0.4231
553,1631,C28,762,1080.43,0.1786,-0.052876,0.025859,-0.027017,3.5,11.5,115,139,228,137,-0.2358,-0.2279,-0.1341,0.3589,0.3876
554,1632,C28,760,1080.52,0.3309,-0.034836,0.009608,-0.025229,2.9000001,7.400000099999999,115,132,218,133,-0.2381,-0.2419,-0.1642,0.2651,0.2752
555,1633,C28,502,1080.69,0.2794,0.001713,-0.011816,-0.010103,3.2,6.900000099999999,127,143,240,143,-0.2441,-0.2473,-0.1971,0.2661,0.2627
556,1634,C28,435,1080.74,0.1665,-0.017616,0.011392,-0.006223,3.0,5.8000002,129,149,254,150,-0.251,-0.2419,-0.2044,0.2558,0.2785
557,1635,C28,346,1080.7,0.2314,-0.043394,0.029053,-0.014341,3.0,5.5,123,150,252,150,-0.251,-0.2279,-0.1971,0.2919,0.2804
558,1636,C28,410,1080.71,0.4181,-0.045313,0.035058,-0.010255,3.4000001,5.5,127,147,250,146,-0.2432,-0.2286,-0.1926,0.25,0.2232
559,1637,C28,444,1080.81,0.5127,-0.025177,0.012386,-0.012791,3.9000001,5.3000002,121,145,249,145,-0.2567,-0.2482,-0.2073,0.244,0.1644
560,1638,C28,421,1080.97,0.5572,-0.01252,0.003101,-0.009419,4.0,6.1999998,117,148,243,147,-0.2481,-0.2384,-0.1557,0.0978,0.2113
561,1687,C28,1049,1080.94,0.458,0.000191,-0.005364,-0.005173,6.6999998,15.199999800000002,104,115,169,111,-0.2365,-0.2273,-0.1102,0.5276,0.4227
562,1688,C28,1154,1080.89,0.5701,-0.00158,-0.008161,-0.009741,8.6000004,18.2999992,105,108,164,107,-0.2301,-0.2109,-0.0954,0.5233,0.3918
563,1689,C28,1054,1080.87,0.4848,-0.006235,0.000377,-0.005858,7.599999900000001,16.399999599999997,100,104,162,105,-0.2269,-0.2218,-0.1138,0.5354,0.407
564,1690,C28,935,1080.91,0.3986,-0.008038,-0.000231,-0.00827,6.1999998,12.8000002,111,109,171,110,-0.2222,-0.1968,-0.1029,0.5258,0.4611
565,1691,C28,700,1080.99,0.434,0.018442,-0.002519,0.015922,5.1999998,12.3000002,109,113,177,112,-0.2255,-0.214,-0.0763,0.5368,0.4074
566,1692,C28,899,1080.99,0.3945,8.2e-05,0.010884,0.010966,5.0,12.3000002,102,103,157,102,-0.2222,-0.2093,-0.0603,0.5282,0.4149
567,1693,C28,874,1080.91,0.2023,-0.009358,0.015586,0.006228,5.3000002,14.5,98,100,146,97,-0.2121,-0.2154,-0.0684,0.5233,0.4286
568,1694,C28,873,1080.85,0.1752,0.020041,-0.012702,0.007339,5.3000002,11.3000002,98,98,142,95,-0.2255,-0.2154,-0.0879,0.4872,0.398
569,1695,C28,710,1080.68,0.4275,0.014532,-0.001006,0.013526,6.4000001,11.8000002,105,109,161,105,-0.2301,-0.2107,-0.0886,0.5077,0.4063
570,1696,C28,775,1080.52,0.1479,-0.019264,0.017097,-0.002168,5.8000002,12.1000004,109,115,180,114,-0.2203,-0.2154,-0.0723,0.4747,0.3782
571,1697,C28,769,1080.51,0.1236,-0.005162,0.002546,-0.002616,4.6999998,11.6999998,117,113,179,112,-0.2218,-0.2313,-0.0894,0.4752,0.4124
572,1698,C28,680,1080.51,0.1869,0.007016,0.000319,0.007335,4.0,11.1999998,117,124,193,121,-0.2389,-0.2325,-0.1451,0.4244,0.4158
573,1699,C28,374,1080.48,0.1637,0.005794,0.004451,0.010245,3.2,7.900000099999999,107,131,207,131,-0.2358,-0.2226,-0.1711,0.399,0.3824
574,1700,C28,384,1080.47,0.1948,-0.009741,0.014281,0.004539,3.0999999,6.599999900000001,121,136,220,135,-0.2389,-0.2364,-0.1654,0.372,0.3824
575,1701,C28,545,1080.6,0.4102,-0.001562,0.005475,0.003913,3.0999999,6.8000002,119,141,233,138,-0.2381,-0.2419,-0.194,0.2837,0.3364
576,1702,C28,388,1080.77,0.3983,-0.003978,0.002362,-0.001617,2.9000001,5.1999998,123,145,242,141,-0.2471,-0.2473,-0.2059,0.2617,0.2963
577,1703,C28,394,1080.85,0.3676,-0.000465,0.008401,0.007936,2.9000001,5.5999999,119,151,248,146,-0.2441,-0.2419,-0.1866,0.2952,0.3725
578,1704,C28,407,1080.89,0.5438,-0.014128,0.004946,-0.009182,3.4000001,6.8000002,111,141,238,141,-0.2529,-0.2279,-0.1742,0.3043,0.2897
579,1705,C28,474,1081.0,0.5839,0.033009,-0.024432,0.008577,3.9000001,6.6999998,123,143,242,142,-0.2481,-0.2286,-0.1805,0.2394,0.2091
580,1706,C28,577,1081.06,0.3952,0.018542,-0.025693,-0.00715,3.9000001,6.1999998,123,152,253,151,-0.2567,-0.2319,-0.1805,0.2358,0.2108
581,1707,C28,541,1081.15,0.3608,0.012267,-0.012154,0.000113,4.3000002,7.400000099999999,123,149,253,151,-0.2481,-0.2319,-0.1648,0.2358,0.2108
582,1758,C28,1082,1080.88,0.3713,0.003363,-0.011551,-0.008188,8.1000004,15.8999996,100,109,152,100,-0.2353,-0.2126,-0.0815,0.4822,0.4527
583,1759,C28,1049,1080.71,0.5148,-0.019932,0.000322,-0.01961,8.300000200000001,16.399999599999997,104,113,164,108,-0.2255,-0.2201,-0.0954,0.5323,0.4527
584,1760,C28,1063,1080.59,0.4949,-0.048641,0.022551,-0.02609,9.1999998,17.2000008,105,112,170,110,-0.2275,-0.2348,-0.0723,0.46,0.4124
585,1761,C28,1174,1080.65,0.4,-0.023719,0.005153,-0.018567,8.8999996,14.5,104,101,151,99,-0.2159,-0.2063,-0.1029,0.4822,0.36
586,1762,C28,1168,1080.74,0.2658,-0.016567,0.010118,-0.006449,7.6999998,12.8999996,100,99,140,92,-0.2174,-0.2112,-0.084,0.5323,0.4555
587,1763,C28,1059,1080.81,0.26,-0.024101,0.007889,-0.016212,7.5,12.5,96,99,142,91,-0.2159,-0.2112,-0.0311,0.5361,0.4301
588,1764,C28,1130,1080.87,0.1235,-0.02158,0.015911,-0.005669,7.599999900000001,14.300000199999998,98,96,135,90,-0.2124,-0.1951,-0.018,0.513,0.4043
589,1765,C28,1018,1080.88,0.1049,0.001471,0.004339,0.005811,7.6999998,14.5,98,100,139,93,-0.2105,-0.2,-0.0045,0.5288,0.4144
590,1766,C28,950,1080.81,0.2733,0.01051,-0.01513,-0.00462,8.199999799999999,15.300000199999998,96,97,139,92,-0.2174,-0.1905,-0.0879,0.4894,0.3548
591,1767,C28,1042,1080.65,0.3392,-0.006553,0.009441,0.002888,8.6000004,16.5,98,96,135,91,-0.2018,-0.1873,-0.0508,0.4921,0.3622
592,1768,C28,1163,1080.54,0.1788,-0.031514,0.017848,-0.013666,9.6999998,20.3999996,94,99,137,93,-0.2103,-0.189,-0.0705,0.5026,0.3804
593,1769,C28,1184,1080.51,0.204,-0.013161,0.01498,0.001819,7.1999998,19.2000008,98,102,147,97,-0.2263,-0.2016,-0.1155,0.5026,0.3617
594,1770,C28,1072,1080.46,0.1565,-0.027014,0.018287,-0.008727,5.6999998,16.100000400000003,102,105,153,98,-0.2358,-0.2164,-0.1603,0.4898,0.3936
595,1771,C28,795,1080.43,0.1215,-0.030368,0.01591,-0.014458,4.6999998,13.0,102,102,151,98,-0.2269,-0.1875,-0.1711,0.4924,0.3617
596,1772,C28,753,1080.49,0.2935,-0.028758,0.018824,-0.009934,4.0,10.1000004,104,120,188,119,-0.2301,-0.2016,-0.2015,0.4573,0.3636
597,1773,C28,625,1080.7,0.4621,-0.004128,0.005062,0.000934,3.0,7.099999900000001,117,145,234,141,-0.2529,-0.2313,-0.2143,0.4573,0.37
598,1774,C28,481,1080.92,0.4504,0.015103,-0.003105,0.011999,2.5999999,4.5,123,148,241,143,-0.2471,-0.2429,-0.1849,0.2952,0.3175
599,1775,C28,641,1081.05,0.4372,0.007221,0.00262,0.00984,2.9000001,6.1999998,121,143,228,137,-0.2389,-0.2473,-0.1518,0.2919,0.2796
600,1776,C28,729,1081.12,0.3921,0.00752,-0.007565,-4.5e-05,3.5,8.300000200000001,115,129,199,125,-0.2408,-0.2296,-0.1575,0.393,0.3632
601,1777,C28,662,1081.16,0.1684,0.013896,-0.007305,0.006592,3.9000001,7.099999900000001,115,127,213,133,-0.2441,-0.221,-0.1866,0.43,0.4059
602,1778,C28,612,1081.14,0.0808,-0.000965,0.001693,0.000727,3.9000001,6.5,117,139,242,146,-0.2441,-0.2313,-0.1737,0.3731,0.3589
603,1779,C28,593,1081.19,0.1987,-0.00297,0.002842,-0.000128,4.1999998,7.1999998,119,143,243,145,-0.2441,-0.2319,-0.1737,0.3366,0.2143
604,1780,C28,827,1081.31,0.2285,-0.00383,-0.003282,-0.007112,4.8000002,11.3999996,115,132,218,135,-0.2308,-0.2239,-0.136,0.3301,0.2547
605,1832,C28,1167,1080.81,0.3816,-0.001049,-0.008123,-0.009172,8.0,14.3999996,104,111,165,105,-0.2353,-0.2174,-0.1026,0.5127,0.4848
606,1833,C28,891,1080.59,0.4128,-0.027156,0.011552,-0.015604,8.300000200000001,13.3999996,102,112,170,111,-0.2301,-0.2268,-0.0962,0.5323,0.346
607,1834,C28,752,1080.48,0.1827,-0.047997,0.022674,-0.025323,7.6999998,11.8999996,105,108,167,107,-0.2358,-0.237,-0.1406,0.3731,0.2991
608,1835,C28,1132,1080.58,0.321,-0.018823,0.003204,-0.015619,9.3999996,13.5,98,97,140,93,-0.2295,-0.2126,-0.102,0.43,0.4526
609,1836,C28,1169,1080.72,0.2242,-0.004891,0.000337,-0.004554,8.199999799999999,12.6999998,100,97,132,90,-0.2222,-0.2047,-0.048,0.5464,0.4301
610,1837,C28,1211,1080.83,0.3065,-0.008404,0.003719,-0.004685,8.1000004,13.1000004,96,99,140,92,-0.2227,-0.187,-0.0396,0.5253,0.4421
611,1838,C28,1118,1080.94,0.2311,0.014714,-0.004308,0.010406,8.8000002,13.5,96,93,137,92,-0.2105,-0.2016,-0.0135,0.5079,0.3441
612,1839,C28,1105,1080.93,0.2322,0.015283,-0.007687,0.007595,8.199999799999999,16.100000400000003,96,93,135,89,-0.2054,-0.1852,0.0185,0.4709,0.3476
613,1840,C28,962,1080.78,0.3556,-0.022153,0.004329,-0.017824,7.599999900000001,14.199999800000002,98,96,136,90,-0.2159,-0.184,-0.0308,0.4921,0.377
614,1841,C28,742,1080.65,0.23,-0.033462,0.011186,-0.022277,8.5,14.300000199999998,96,95,132,90,-0.2121,-0.1937,-0.0044,0.4526,0.3656
615,1842,C28,1092,1080.65,0.2902,0.005981,-0.001921,0.00406,8.6000004,15.3999996,98,96,140,93,-0.2103,-0.1937,0.0455,0.5,0.3617
616,1843,C28,1122,1080.67,0.3646,0.02656,-0.00922,0.01734,8.1000004,15.1000004,100,98,144,94,-0.2103,-0.1793,0.0131,0.4845,0.3617
617,1844,C28,1139,1080.57,0.3615,-0.007752,0.009032,0.00128,8.300000200000001,18.6000004,100,94,131,88,-0.2203,-0.1843,-0.0043,0.5052,0.3545
618,1845,C28,1141,1080.5,0.2285,-0.017142,0.005044,-0.012098,8.199999799999999,18.8999996,98,92,131,89,-0.207,-0.1707,0.0404,0.4819,0.3918
619,1846,C28,1106,1080.57,0.35,-0.012316,0.012138,-0.000179,6.599999900000001,16.8999996,100,110,169,109,-0.2018,-0.1741,-0.07,0.5079,0.3717
620,1847,C28,868,1080.79,0.5441,-0.006449,0.008267,0.001818,3.9000001,11.1000004,111,134,225,138,-0.2295,-0.2154,-0.1615,0.403,0.2925
621,1848,C28,422,1081.06,0.6244,-0.002698,0.00836,0.005662,2.7,5.8000002,121,147,252,147,-0.252,-0.2409,-0.2101,0.3143,0.25
622,1849,C28,453,1081.29,0.5781,0.019145,0.001736,0.020881,3.0999999,6.8000002,119,137,224,135,-0.249,-0.2491,-0.1805,0.277,0.3472
623,1850,C28,951,1081.33,0.4685,0.007153,0.007151,0.014304,3.7,12.3000002,109,116,177,114,-0.2295,-0.2124,-0.1111,0.42,0.3684
624,1851,C28,917,1081.26,0.3947,-0.014973,0.015571,0.000599,4.0,10.6000004,100,120,187,121,-0.2321,-0.2278,-0.1575,0.4667,0.3558
625,1852,C28,853,1081.17,0.2584,-0.047561,0.024207,-0.023354,4.0,10.3999996,113,131,213,131,-0.2314,-0.2167,-0.1394,0.43,0.2727
626,1853,C28,815,1081.24,0.3305,-0.015795,0.004581,-0.011214,4.3000002,11.3000002,109,126,201,124,-0.2295,-0.2151,-0.144,0.4082,0.2727
627,1854,C28,1049,1081.34,0.1983,0.033079,-0.032278,0.000801,5.0999999,15.1000004,104,118,191,120,-0.2314,-0.2197,-0.0909,0.3939,0.303
628,1907,C28,922,1080.98,0.2985,-0.005068,0.003341,-0.001727,7.900000099999999,12.3999996,104,107,166,108,-0.2314,-0.2195,-0.1674,0.5074,0.4203
629,1908,C28,1179,1080.82,0.386,0.00478,-0.010584,-0.005804,8.5,14.300000199999998,107,109,170,110,-0.2328,-0.2195,-0.0932,0.5423,0.4774
630,1909,C28,1187,1080.61,0.3611,-0.026281,0.01106,-0.015221,7.8000002,13.3999996,102,106,157,104,-0.2261,-0.2201,-0.0855,0.47,0.4271
631,1910,C28,1071,1080.55,0.2652,-0.028525,0.008956,-0.019568,8.8999996,13.0,102,103,147,97,-0.2222,-0.214,-0.129,0.5074,0.397
632,1911,C28,1324,1080.65,0.2942,-0.006335,-0.001082,-0.007417,8.3999996,12.8000002,98,98,132,92,-0.2222,-0.2016,-0.0684,0.5477,0.4603
633,1912,C28,1373,1080.79,0.327,0.003597,0.001656,0.005252,8.3999996,14.0,100,96,130,91,-0.2159,-0.2032,-0.048,0.5477,0.4301
634,1913,C28,1407,1080.93,0.2619,0.012466,-0.009289,0.003177,9.3000002,14.199999800000002,92,95,132,89,-0.2227,-0.1885,-0.0224,0.5385,0.4208
635,1914,C28,1222,1081.01,0.1178,0.026501,-0.015194,0.011306,9.8000002,16.7000008,92,92,133,88,-0.2159,-0.1822,0.0137,0.5,0.3333
636,1915,C28,1202,1080.99,0.1944,0.021866,-0.011359,0.010508,9.5,22.7000008,98,94,132,90,-0.2054,-0.1901,0.0092,0.4783,0.3226
637,1916,C28,1113,1080.86,0.3161,0.003612,-0.009485,-0.005873,9.1999998,17.2999992,96,96,133,90,-0.2124,-0.1852,0.0235,0.4624,0.3838
638,1917,C28,998,1080.77,0.2657,-0.002371,-0.000691,-0.003062,8.5,13.8999996,102,95,131,91,-0.2208,-0.1918,-0.0351,0.4764,0.3613
639,1918,C28,825,1080.75,0.1397,0.003285,-0.006565,-0.00328,8.199999799999999,12.8999996,96,95,140,91,-0.2018,-0.1888,0.0135,0.4764,0.3757
640,1919,C28,984,1080.77,0.1246,0.024332,-0.012838,0.011495,8.199999799999999,14.800000199999998,100,97,135,90,-0.1947,-0.1888,0.0044,0.4769,0.3646
641,1920,C28,1173,1080.68,0.2367,-0.00383,-0.003223,-0.007053,9.1000004,17.8999996,98,93,126,88,-0.2052,-0.1807,0.018,0.4769,0.3968
642,1921,C28,1142,1080.61,0.2396,-0.011499,0.003232,-0.008267,9.8000002,20.8999996,100,95,136,92,-0.1964,-0.1557,0.0545,0.4747,0.407
643,1922,C28,1096,1080.64,0.3194,-0.046633,0.02368,-0.022953,8.300000200000001,19.6000004,100,109,164,107,-0.2121,-0.1952,0.0087,0.4747,0.3401
644,1923,C28,654,1080.89,0.6814,-0.020804,0.016619,-0.004184,3.9000001,10.3000002,105,126,213,131,-0.2346,-0.2171,-0.1304,0.4433,0.314
645,1924,C28,564,1081.25,0.7522,0.018513,-0.007267,0.011246,3.0999999,7.099999900000001,117,138,236,143,-0.2389,-0.2472,-0.191,0.407,0.2878
646,1925,C28,583,1081.53,0.4919,0.050272,-0.023673,0.026599,3.4000001,8.1000004,115,131,206,129,-0.248,-0.2444,-0.1648,0.3202,0.3057
647,1926,C28,1032,1081.58,0.4511,0.030424,-0.011983,0.018441,4.3000002,13.3999996,105,111,167,107,-0.2459,-0.229,-0.1066,0.393,0.3333
648,1927,C28,1090,1081.47,0.5069,0.01233,-0.003876,0.008454,4.6999998,13.6000004,102,111,167,110,-0.2321,-0.2126,-0.1138,0.4462,0.3402
649,1928,C28,893,1081.34,0.3706,-0.020008,0.005738,-0.01427,4.0,12.0,98,125,199,123,-0.2301,-0.2109,-0.1265,0.4315,0.3434
650,1929,C28,1016,1081.36,0.2135,0.005872,-0.012471,-0.006599,5.0999999,18.1000004,104,124,199,120,-0.2301,-0.2226,-0.0879,0.39,0.3198
651,1930,C28,938,1081.37,0.2103,0.029101,-0.027601,0.001499,4.5,15.300000199999998,111,126,200,127,-0.2269,-0.2184,-0.0672,0.4141,0.2941
652,1931,C28,639,1081.16,0.5555,-0.013161,-0.003751,-0.016912,3.5999999,8.8000002,109,127,204,127,-0.2301,-0.2151,-0.1165,0.3731,0.1889
653,1985,C28,911,1081.04,0.3908,-0.008321,0.011015,0.002694,8.6999998,12.6999998,107,110,176,113,-0.2255,-0.2065,-0.1356,0.5152,0.3793
654,1986,C28,988,1080.87,0.3437,0.003038,-0.008963,-0.005925,8.8000002,14.8999996,109,110,169,111,-0.2159,-0.2126,-0.0442,0.4904,0.4747
655,1987,C28,1336,1080.71,0.3536,-0.031591,0.006696,-0.024895,7.8000002,13.8999996,102,110,152,102,-0.2159,-0.2033,-0.0603,0.4975,0.4216
656,1988,C28,1487,1080.69,0.3191,-0.006526,0.001064,-0.005462,9.1999998,15.699999800000002,104,98,140,95,-0.2124,-0.2033,-0.0649,0.5556,0.4639
657,1989,C28,1331,1080.75,0.2755,-0.011075,0.000532,-0.010542,8.1000004,15.8999996,96,93,123,90,-0.2108,-0.1967,-0.0136,0.54,0.4063
658,1990,C28,1410,1080.86,0.297,0.002561,-0.007983,-0.005422,8.3999996,15.199999800000002,96,97,128,92,-0.2212,-0.1967,-0.0136,0.5306,0.445
659,1991,C28,1410,1080.96,0.1487,0.017107,-0.005669,0.011437,9.1000004,16.100000400000003,98,95,131,90,-0.2124,-0.1867,-0.0393,0.5,0.4054
660,1992,C28,1328,1081.0,0.1454,0.019836,-0.011751,0.008086,9.8999996,18.0,96,92,130,90,-0.2054,-0.1784,0.0093,0.4919,0.3548
661,1993,C28,1357,1080.96,0.2285,0.01632,-0.010581,0.005739,9.8000002,17.8999996,96,93,132,90,-0.2072,-0.175,0.014,0.4866,0.3516
662,1994,C28,1276,1080.91,0.1622,0.022439,-0.010967,0.011472,8.5,15.5,98,96,139,92,-0.2162,-0.1918,0.0093,0.5,0.3617
