,,,,,,Dewpoint (degree C)                    ,,,Rainfall (Inches),Relativehumidity (%)             ,,,Solarradiation (W/m^2)                ,,,"Stationpressure (mb, hpa)              ",,,temperature_2  (Degree C)               ,,,windspeed_2 (m/sec)                  ,,
2002,76,3/17/2002,3,17,3,0.199,-8.822982639,-14.2,0,64.14,28.1540625,10.5,934,192.029434,0,899.4,896.9833333,895,17.43,10.95860764,3.771,8.98,3.969565972,0.175
2002,77,3/18/2002,3,18,3,10.58,5.210003472,-7.82,0,97.7,61.10663194,28.39,890,160.6042917,0,896.6,895.3649306,893.1,20.26,13.53777778,8.95,7.97,4.154798611,0.325
2002,78,3/19/2002,3,19,3,10.44,5.711961806,2.931,0.07,99.2,96.96041667,92.6,281,40.34480556,0,902.1,896.8378472,893.2,11.29,6.343329861,3.774,9.11,5.320322917,0.004
2002,79,3/20/2002,3,20,3,4.635,2.684402778,-2.674,0,99.2,73.64847222,29.11,873,247.4379132,0,908.9,906.0878472,902.2,15.72,8.243388889,2.247,6.64,3.174013889,0.311
2002,80,3/21/2002,3,21,3,3.584,-5.165934028,-12.08,0,98.6,71.34239583,46.2,397,105.7684688,0,917.4,913.0378472,906.5,6.695,-0.168111111,-5.219,9.96,5.017534722,0
2002,81,3/22/2002,3,22,3,-1.454,-7.461982639,-12.55,0,85.3,59.79083333,46.06,999,228.0078681,0,916.8,909.7763889,902.9,7.81,-0.308024306,-6.904,6.44,3.105010417,0
2002,82,3/23/2002,3,23,3,6.088,0.798871528,-3.484,0,93.1,57.29913194,20.81,872,263.5094063,0,902.8,895.4170139,889.8,24.52,11.04278819,-2.03,9.02,4.852392361,1.207
2002,83,3/24/2002,3,24,3,6.593,-2.302690972,-12.3,0.13,90.1,45.01059028,8.25,877,269.5370208,0,894.9,889.9152778,887.3,23.72,14.32907292,0.646,12.65,5.92796875,0.384
2002,84,3/25/2002,3,25,3,-1.853,-4.210798611,-6.094,0,89,74.74277778,53.81,809,122.1373854,0,906.2,901.0350694,894.8,4.579,-0.022934028,-2.532,8.63,5.214635417,1.462
2002,85,3/26/2002,3,26,3,-1.34,-3.968506944,-7.46,0,87.3,58.83881944,28.96,884,272.8198542,0,908.4,905.6444444,903.1,15.47,4.675930556,-5.522,4.983,2.507177083,0
2002,86,3/27/2002,3,27,3,5.617,2.271857639,-1.538,0.01,78.3,52.51350694,24.06,883,262.5172188,0,903.9,898.8878472,894.1,23.76,13.06352778,2.461,7.58,4.468829861,0.831
2002,87,3/28/2002,3,28,3,5.048,-3.816496528,-12.88,0,75.9,30.68748611,5.931,882,247.8885035,0,897.6,894.3927083,891.5,28.77,17.88813194,5.873,9.88,3.91759375,0.067
2002,88,3/29/2002,3,29,3,4.466,-0.168770833,-5.742,0,55.59,36.20475694,19.14,882,251.2220764,0,897.5,894.3892361,892.1,21.15,15.32590278,7.64,8.09,5.010930556,0.259
2002,89,3/30/2002,3,30,3,7.97,5.897086806,3.517,0.11,95.9,84.31614583,55.76,330.3,37.70121528,0,899.7,895.2798611,892.1,12.28,8.704420139,6.199,8.2,4.1990625,0.62
2002,90,3/31/2002,3,31,3,6.666,3.416079861,0.106,0,94.4,63.93298611,34.29,897,282.5143889,0,904.5,901.7895833,899.6,18.5,10.95040625,2.984,4.47,2.281868056,0.221
2002,91,4/1/2002,4,1,3,12.14,7.86803125,5.084,0.01,94,63.66270833,27.34,892,280.9884618,0,900.3,894.6541667,890.4,27,16.16325347,6.18,8.53,4.521347222,1.33
2002,92,4/2/2002,4,2,3,8.16,-0.100694444,-8.07,0,79.8,54.14017361,38.6,893,205.0203924,0,907.3,898.3909722,890.6,16.97,9.103,4.081,12.61,6.480986111,2.11
2002,93,4/3/2002,4,3,3,-5.145,-8.265256944,-11.03,0,60.11,40.20392361,28.86,1130,247.5315625,0,911,907.9715278,905.2,9.79,4.419923611,0.047,6.378,3.768652778,1.505
2002,94,4/4/2002,4,4,3,0.73,-2.275274306,-5.925,0,74.8,54.90232639,36.99,948,274.9800972,0,909.4,907.0774306,905.4,15.08,6.689010417,-1.476,5.468,3.282847222,1.807
2002,95,4/5/2002,4,5,3,7.98,4.2704375,-0.328,0,91.1,77.50104167,66.82,408.8,92.11102431,0,908.4,905.9458333,902.6,12.86,8.198138889,2.659,7.06,3.308753472,1.207
2002,96,4/6/2002,4,6,3,10.65,8.88784375,6.699,0,98.8,94.83159722,86.1,202.8,48.04393403,0,903.9,899.115625,894.1,12.5,9.912361111,8.15,6.273,4.280378472,2.352
2002,97,4/7/2002,4,7,3,13.13,9.618763889,6.261,0,100,91.338125,49.28,921,161.1973368,0,895.1,889.4006944,885.5,19.03,11.45127083,6.655,6.198,2.245465278,0
2002,98,4/8/2002,4,8,3,9,6.547482639,3.428,0,99.4,73.64375,44.32,1004,205.9603993,0,903.7,894.1402778,887.3,19.12,11.72132639,4.956,8.38,4.22609375,0
2002,99,4/9/2002,4,9,3,8.22,6.956670139,5.144,0,97.6,76.19951389,44.28,1153,208.7934306,0,909.7,906.8086806,903.8,19.23,11.66613889,5.857,4.148,2.195298611,0.125
2002,100,4/10/2002,4,10,3,9.64,7.682388889,5.836,0,97.7,61.91045139,28.14,903,274.7671493,0,907.4,903.5197917,899.8,26.16,16.66208333,6.733,7.41,4.433927083,0.082
2002,101,4/11/2002,4,11,3,10.67,6.236475694,0.387,0,83.6,47.42829861,17.22,915,289.0669132,0,900,898.3461806,897.3,27.89,19.82815972,11.95,7.09,3.664458333,0.555
2002,102,4/12/2002,4,12,3,14.58,11.9309375,8.56,0,100,75.10711806,41.12,913,236.4179583,0,902.9,900.3628472,898,24.83,17.15131944,11.07,6.738,3.531013889,0
2002,103,4/13/2002,4,13,3,14.73,13.67552083,10.88,0,98.8,84.41715278,58.21,1142,180.243691,0,901.3,900.1447917,898.1,21.98,16.70631944,11.97,7.68,3.086131944,0
2002,104,4/14/2002,4,14,3,15.75,10.43763889,3.844,0,100,68.44256944,21.5,922,272.4451076,0,900,896.6166667,892.4,28.43,18.49579861,8.42,4.733,2.507881944,0
2002,105,4/15/2002,4,15,3,13.68,7.204100694,-1.342,0,88.4,44.77565972,12.11,957,276.310566,0,893.3,890.4586806,887.9,31.56,23.15590278,14.24,8.46,5.006055556,1.762
2002,106,4/16/2002,4,16,3,14.34,3.068027778,-5.131,0,80.5,33.88104167,11.05,949,285.3688576,0,897.7,892.9590278,889.4,28.26,22.58211806,16.24,10.54,5.484020833,1.19
2002,107,4/17/2002,4,17,3,16.02,6.88303125,0.573,0,73,41.59361111,24.89,973,239.7348854,0,899.9,897.6565972,895.5,27.93,20.9396875,10.43,8.05,3.897177083,0
2002,108,4/18/2002,4,18,3,16.28,7.860246528,-5.968,0,87.2,49.89493056,9.73,975,224.5562257,0,898.4,896.6611111,895,29.33,22.9234375,18.39,8.08,4.890496528,1.477
2002,109,4/19/2002,4,19,3,15.69,10.49600347,1.726,0,86.7,68.32243056,51.96,1017,165.8340382,0,899.9,897.6003472,895.7,20.82,16.67545139,9.8,6.948,4.594315972,0
2002,110,4/20/2002,4,20,3,15.98,12.62600694,10.1,0,100,93.48368056,73.6,890,123.1243646,0,897.4,894.6788194,890.5,20.63,13.96951389,10.37,7.3,4.045069444,1.705
2002,111,4/21/2002,4,21,3,14.98,0.322753472,-10.29,0,97.8,49.64607639,10.79,981,304.0752014,0,901.6,899.1975694,894.1,23.9,15.31639583,5.553,5.708,2.627697917,0
2002,112,4/22/2002,4,22,3,15.82,8.06590625,1.214,0,79.3,54.05996528,27.4,956,286.4352535,0,903.1,899.8913194,896.4,27.53,18.43351042,5.054,6.595,3.702423611,0
2002,113,4/23/2002,4,23,3,15.79,6.011534722,-10.02,0.07,95.3,47.05789583,6.377,897,212.7234271,0,898.7,896.9059028,894.8,31.07,22.72597222,14.76,6.308,3.04471875,0
2002,114,4/24/2002,4,24,3,6.999,0.527072917,-6.344,0,61.24,31.11881944,9.96,970,305.4086458,0,907.4,900.6777778,895.3,28.91,19.23402778,11.13,9.08,4.641871528,0.824
2002,115,4/25/2002,4,25,3,4.143,-0.231309028,-7.1,0,97.2,62.52,28.97,959,66.69753819,0,910.4,906.8013889,903.4,11.88,7.436715278,4.066,7.18,4.201767361,0.998
2002,116,4/26/2002,4,26,3,13.93,8.661701389,4.163,0.24,100,96.96979167,90.2,434,62.08261458,0,903.5,897.6638889,890.6,14.32,9.328107639,4.737,5.543,3.040663194,0.991
2002,117,4/27/2002,4,27,3,15.08,2.792461806,-6.6,0.18,100,45.62166667,10.64,971,325.017566,0,895.8,891.9378472,889.3,26.99,19.0571875,14.07,11.95,6.425579861,1.487
2002,118,4/28/2002,4,28,3,11.05,3.412659722,-2.904,0.02,69.37,40.90475694,13.35,981,313.8447292,0,902.7,899.8274306,895.9,28.29,18.22618056,9.55,6.073,3.057413194,0.906
2002,119,4/29/2002,4,29,3,14.13,6.123614583,-4.663,0,90.9,48.90982639,10.97,1027,254.7097917,0,900.2,898.3829861,895.8,30.84,20.80184028,11.64,6.073,2.873145833,0.358
2002,120,4/30/2002,4,30,3,15.82,5.512715278,-1.739,0.26,99.2,44.65451389,10.74,1095,269.1588854,0,896,892.5274306,888.9,33.65,23.84055556,13.32,7.58,3.732340278,0.153
2002,121,5/1/2002,5,1,3,2.825,-2.579288194,-7.49,0.29,37.45,19.15388889,8.44,953,255.3151146,0,890.9,889.4076389,887.6,30.01,23.91802083,16.18,10.43,5.565142361,2.267
2002,122,5/2/2002,5,2,3,7.88,3.961350694,-8.15,0.02,85.7,67.66,14.12,1032,214.92,0,898.3,895.7989583,889.1,20.6,10.34398958,5.757,9.43,4.67721875,1.106
2002,123,5/3/2002,5,3,3,6.158,-1.583878472,-9.67,0,93.8,44.0453125,9.07,978,304.7001875,0,898.2,896.6569444,895.3,26.35,15.96533681,3.187,7.42,2.75278125,0
2002,124,5/4/2002,5,4,3,12.64,-1.280097222,-8.12,0,70.8,28.16256944,9.16,998,266.680809,0,901.4,899.7336806,898.1,29.89,20.36833333,9.11,6.565,3.217121528,0
2002,125,5/5/2002,5,5,3,17.95,16.10836806,11.9,0,95.4,75.01527778,43.61,897,134.2176528,0,901.4,898.7736111,894.3,27.29,21.20631944,15.85,8.22,4.213211806,1.945
2002,126,5/6/2002,5,6,3,15.04,5.980305556,-5.28,0,73.9,37.76482639,8.08,962,294.1460903,0,898,895.8350694,893.8,33.86,25.16559028,16.41,8.56,3.897440972,0
2002,127,5/7/2002,5,7,3,16.45,1.938,-14.59,0.01,89.5,36.53279514,4.05,985,326.533684,0,895.5,892.9020833,890,33.44,24.84684028,15.15,9.8,4.20959375,0
2002,128,5/8/2002,5,8,3,14.23,-2.183788194,-12.09,0,78.8,25.40986111,5.605,988,338.4808438,0,896.5,891.5204861,889.7,31.1,24.81024306,16.7,9.86,5.542829861,2.182
2002,129,5/9/2002,5,9,3,2.528,0.267631944,-1.286,0,55.2,37.92295139,23.93,965,317.3225938,0,905.1,901.9152778,896.5,20.88,15.10541667,10.21,9.93,4.742482639,2.027
2002,130,5/10/2002,5,10,3,16.77,9.87084375,2.306,0,85.7,66.59392361,54.83,708,135.2149722,0,901.8,898.375,893.8,24.81,16.28684028,8.02,7.55,4.375263889,1.792
2002,131,5/11/2002,5,11,3,17.29,12.31881944,-2.477,0,84.8,54.17760417,11.03,946,268.0935764,0,894.6,893.5802083,891.6,32.24,24.56111111,17.31,9.22,5.185652778,1.248
2002,132,5/12/2002,5,12,3,15.69,7.370065972,2.151,0,78.4,53.98138889,27.8,967,280.2271736,0,909.8,901.4923611,894.2,23.66,17.50395833,10.75,8.21,5.445368056,2.322
2002,133,5/13/2002,5,13,3,2.262,0.255006944,-2.901,0,71.4,41.05277778,20.75,980,330.3529896,0,912.8,909.803125,906.6,22.47,14.87778819,6.379,6.763,3.573215278,0.394
2002,134,5/14/2002,5,14,3,3.897,1.911097222,-0.165,0.81,66.47,38.50715278,20.96,1064,310.2997569,0,907.7,902.7989583,897.9,24.2,17.22805556,7.63,6.473,3.515524306,0
2002,135,5/15/2002,5,15,3,12.44,8.367489583,3.441,0,77.2,45.01131944,24.01,1070,296.2814063,0,899.9,896.03125,892.4,30.26,21.63420139,12.87,8.14,3.842711806,0
2002,136,5/16/2002,5,16,3,14.2,5.229409722,-6.18,0,79.2,37.10510417,7.7,1066,275.2651944,0,894.9,893.7295139,892.1,34.41,25.189375,16.73,7.07,2.985940972,0
2002,137,5/17/2002,5,17,3,14.85,8.584166667,-2.288,0,85.6,65.75760417,20.85,1082,228.5437917,0,905.8,901.8517361,892.6,22.51,15.58336806,12.03,9.6,5.345447917,0.659
2002,138,5/18/2002,5,18,3,6.384,3.931041667,2.009,0,84.2,50.40524306,25.68,954,328.6943403,0,908.9,906.290625,903.1,23.3,15.55131944,7.27,5.143,2.794298611,0.022
2002,139,5/19/2002,5,19,3,6.522,4.684288194,3.572,0,74.5,44.7090625,24.19,978,325.2082882,0,906.6,904.1913194,900.9,26.1,17.94121528,9.94,6.27,3.932809028,1.947
2002,140,5/20/2002,5,20,3,5.486,4.050239583,2.494,0,62.4,40.05430556,27.36,1083,314.0819653,0,904.7,902.8958333,900.8,25.06,18.41180556,10.19,6.955,4.523493056,2.157
2002,141,5/21/2002,5,21,3,10.99,7.547638889,2.385,0,57.13,46.28451389,33.98,952,322.5328611,0,902.5,899.2430556,895.1,26.12,19.58618056,12.11,9.34,5.485399306,1.677
2002,142,5/22/2002,5,22,3,13.48,10.23995486,4.055,0,78.9,48.58604167,17.64,951,323.7629965,0,896,894.1809028,891.8,31.59,23.18159722,15.64,8.89,6.320375,4.16
2002,143,5/23/2002,5,23,3,13.79,11.50835417,4.588,0.04,74.7,50.74934028,20.97,1005,256.4564549,0,895.8,893.2965278,891.2,30.55,23.07520833,17.46,8.02,4.056517361,0.451
2002,144,5/24/2002,5,24,3,13.03,8.160489583,-1.972,0,82,50.52597222,11.46,969,336.4669097,0,899.9,895.6138889,892.6,31.25,21.15819444,10.55,8.82,4.487333333,1.022
2002,145,5/25/2002,5,25,3,13.44,9.33390625,5.52,0,84.3,74.54940972,58.68,978,147.6596493,0,903.7,901.3697917,899.4,21.24,14.00944444,9.04,6.603,3.678052083,1.47
2002,146,5/26/2002,5,26,3,14.25,12.43429861,6.192,0.08,93.6,67.71284722,22.44,982,248.9386285,0,901.5,899.2364583,895.5,30.54,19.82246528,12.93,9.69,3.905798611,1.367
2002,147,5/27/2002,5,27,3,17.43,14.67819444,11.81,0,96.2,80.14871528,46.45,1032,188.1899896,0,898,896.2423611,893.1,26.4,18.56909722,13.01,9.07,4.054864583,0.743
2002,148,5/28/2002,5,28,3,14.2,13.68642361,12.61,0.18,98.6,73.876875,42,1172,261.8952188,0,899.3,897.7600694,895.7,26.27,19.16041667,13.57,4.078,1.764142361,0
2002,149,5/29/2002,5,29,3,17.64,13.77190972,9.22,0.02,96.3,63.60322917,24.7,958,302.0411007,0,899.4,897.4447917,894.6,31.84,22.43958333,13.5,6.243,1.659538194,0
2002,150,5/30/2002,5,30,3,16.58,13.04818403,3.16,0,87.6,53.41138889,14.64,963,329.558941,0,898.4,896.7510417,894.7,33.9,24.99958333,18.64,5.498,2.531243056,0.041
2002,151,5/31/2002,5,31,3,15.59,11.42576389,7.12,0.02,89.9,48.1609375,20.32,969,340.2845486,0,900.1,898.2777778,896.4,33.32,25.21638889,15.68,4.268,1.859760417,0
2002,152,6/1/2002,6,1,3,14.45,10.67704167,6.204,0.05,76.7,44.78611111,18.43,971,343.923309,0,900,897.7003472,895,33.19,25.16833333,16.33,5.525,2.873815972,0
2002,153,6/2/2002,6,2,3,13.63,10.64872917,6.662,0,80.5,43.86732639,18.39,971,337.7116181,0,896.9,894.4173611,890.9,33.81,25.76666667,16.58,7.89,4.282756944,0.909
2002,154,6/3/2002,6,3,3,15.03,12.57225694,7.79,0,61.44,44.94461806,22.21,1010,219.4856632,0,895,893.5277778,891.4,32.18,25.93552083,19.5,6.35,3.897354167,0.117
2002,155,6/4/2002,6,4,3,16.85,14.46649306,11.82,0.01,93.3,68.30628472,36.59,1054,95.54507986,0,900.4,895.0513889,892.6,28.81,21.24027778,14.23,9.32,3.942878472,0.758
2002,156,6/5/2002,6,5,3,14.07,12.87552083,11.27,0,95.5,75.4721875,47.43,1074,226.2849306,0,903.8,902.16875,899.2,23.71,17.84538194,13.54,5.468,3.164489583,0.948
2002,157,6/6/2002,6,6,3,15.72,13.86263889,11.48,0,98.9,70.77520833,38.33,1032,307.9255382,0,904,901.8170139,899,27.33,20.24725694,12.03,3.973,1.892392361,0
2002,158,6/7/2002,6,7,3,17.09,14.03006944,8.34,0.28,93.2,60.41003472,24.5,1065,328.4246563,0,901,898.9628472,896.4,30.75,23.61291667,15.66,5.52,2.809118056,0
2002,159,6/8/2002,6,8,3,17.77,15.88041667,8.38,0.69,90.5,64.84444444,31.21,969,263.6706806,0,897.8,896.071875,893.4,31.12,23.67319444,18.03,9.4,4.743777778,1.635
2002,160,6/9/2002,6,9,3,19.97,16.53263889,9.78,0,84.2,62.63368056,35.53,1002,286.2546667,0,895.6,893.6149306,890.2,32.68,24.86055556,19,16.5,5.583128472,3.538
2002,161,6/10/2002,6,10,3,19.17,17.09125,14.17,0.01,81.3,57.4634375,30.79,945,326.0913854,0,894.1,892.4836806,890.8,33.88,27.02354167,20.29,8.07,4.959975694,2.377
2002,162,6/11/2002,6,11,3,19.43,16.99923611,9.79,0.01,78.1,56.0734375,29.47,1153,219.1241701,0,895.7,894.6243056,893.2,33.64,27.23708333,21.58,6.605,3.971673611,1.8
2002,163,6/12/2002,6,12,3,19.47,17.97232639,12.85,0,85.3,64.785625,39.14,1061,234.6643785,0,897.5,895.8659722,893.8,33.58,25.74513889,20.54,7.11,3.247208333,0
2002,164,6/13/2002,6,13,3,20.31,18.17572917,17.06,0,91.2,74.96892361,57.69,1010,273.1280556,0,903,898.1944444,895.3,27.94,23.1878125,19.23,6.413,3.701309028,0.231
2002,165,6/14/2002,6,14,3,17.97,14.62958333,11.8,0,89.9,65.52864583,42.08,1079,252.2305521,0,906.1,903.5989583,901,26.93,22.03503472,18.29,6.13,3.540777778,1.545
2002,166,6/15/2002,6,15,3,17.55,15.28274306,12.01,0,94,65.55409722,34.16,957,290.0805486,0,903.4,897.7795139,890.2,31.75,23.06190972,15.59,12.17,5.386586806,0.991
2002,167,6/16/2002,6,16,3,14.95,13.70180556,12.1,0,95.1,71.89163194,47.02,951,333.6931632,0,903.1,900.45,897.1,24.98,19.43159722,13.21,5.935,3.315958333,0
2002,168,6/17/2002,6,17,3,16.55,14.81388889,11.64,0,90.2,61.52961806,31.75,943,326.4120139,0,901.9,898.5881944,895.4,31,23.62645833,16.93,7.47,3.042444444,0.168
2002,169,6/18/2002,6,18,3,17.11,15.32440972,12.15,0,80,53.50319444,26.8,941,321.0136007,0,899.1,894.8059028,893,33.73,26.53694444,19.12,7.25,5.069625,2.087
2002,170,6/19/2002,6,19,3,16.45,14.59194444,11.28,0,72.9,50.13684028,25.08,949,334.3398333,0,899.5,896.5631944,895.1,34.54,26.83006944,19.79,8.03,5.715024306,3.8
2002,171,6/20/2002,6,20,3,17.78,15.14152778,12.38,0,79.3,55.26020833,31.44,988,316.6702986,0,907.2,903.2225694,899.6,32,25.44142361,18.81,8.41,4.676954861,1.108
2002,172,6/21/2002,6,21,3,17.54,15.05875,11.79,0,83.5,54.81416667,28.58,1062,271.7966215,0,907.2,905.6239583,903.5,32.23,25.68399306,20.19,8.83,3.796729167,1.587
2002,173,6/22/2002,6,22,3,16.24,14.33329861,10.44,0,79.1,52.37315972,27.23,1069,293.7542222,0,906.8,904.9006944,902.3,31.87,25.71326389,19.83,6.16,3.8699375,2.542
2002,174,6/23/2002,6,23,3,15.18,13.02760417,10.67,0,77.4,47.09635417,24.81,942,323.4196076,0,903.6,901.6833333,899.2,33.69,26.49288194,18.9,6.93,3.527888889,0.934
2002,175,6/24/2002,6,24,3,12.87,10.9809375,9.54,0,65.89,40.346875,22.34,828,256.3486007,0,901.5,900.215625,898.5,34.22,26.62729167,18.57,5.053,2.984284722,0.151
2002,176,6/25/2002,6,25,3,14.77,11.16135069,5.906,1.24,63.15,41.83701389,18.97,1030,198.9298333,0,902.2,900.8996528,898.5,32.65,25.96215278,20.76,6.183,2.364326389,0
2002,177,6/26/2002,6,26,3,16.86,13.56357639,9.08,0,88,50.86284722,22.84,920,273.5436424,0,902.5,900.6524306,897.9,33.84,26.094375,17.52,9.17,2.506944444,0
2002,178,6/27/2002,6,27,3,16.22,14.26493056,11.07,0,82.7,55.1284375,31.55,1032,253.1440174,0,902.6,899.8166667,897.6,30.39,24.82777778,19.11,6.098,2.762572917,0.172
2002,179,6/28/2002,6,28,3,17.36,13.08340278,8.98,0,81,48.8725,23.89,994,333.6173021,0,901.4,899.971875,898,32.98,26.13545139,19.07,5.35,2.404527778,0.011
2002,180,6/29/2002,6,29,3,17,14.11628472,10.64,0,83.4,51.07170139,25.77,1055,321.3629549,0,902.2,900.71875,898.9,33.06,26.25677083,19.01,5.08,2.749913194,0.686
2002,181,6/30/2002,6,30,3,18.17,16.54315972,13.91,0,86.8,63.81142361,36.48,945,329.6351319,0,902.6,901.6319444,900.4,30.29,24.46197917,19.18,5.618,3.61134375,1.05
2002,182,7/1/2002,7,1,3,18.53,16.9515625,14.41,0,95.6,65.95388889,38.78,1005,296.0234201,0,903.1,901.0517361,899.1,30.56,24.6690625,18.8,5.47,3.662482639,1.782
2002,183,7/2/2002,7,2,3,17.73,16.62888889,14.94,0,93.7,66.49201389,39.26,988,266.5973646,0,902.3,900.5909722,898.8,30.22,23.92020833,18.38,5.69,3.348670139,0.615
2002,184,7/3/2002,7,3,3,18.32,17.21614583,15.16,0,91.4,73.23902778,44.45,1143,266.7028125,0,901.4,899.8333333,897.9,28.65,22.69576389,19.25,6.828,3.376729167,0.088
2002,185,7/4/2002,7,4,3,19.14,18.09055556,17.1,0,96.3,86.22322917,61.3,991,175.2971458,0,900.8,899.2003472,897.6,25.75,20.8128125,18.52,4.943,2.466857639,0
2002,186,7/5/2002,7,5,3,20.28,17.77135417,16.1,0,96.6,78.23256944,52.05,1092,232.3254583,0,902.5,900.4600694,897.4,27.68,22.21163194,17.36,6.503,3.212295139,0.518
2002,187,7/6/2002,7,6,3,19.67,18.86614583,17.45,0,97,87.5621875,65.73,828,136.5432986,0,905.2,903.1534722,901.6,24.65,21.32864583,18.99,5.393,2.618753472,0.041
2002,188,7/7/2002,7,7,3,19.49,18.37493056,15.73,0,96.5,81.42565972,51.59,1084,249.7076875,0,906.3,904.8381944,903.6,26.36,22.04503472,19.1,6.173,2.549760417,0
2002,189,7/8/2002,7,8,3,18.88,17.17795139,14.08,0,95.7,69.32475694,40.77,1077,248.0165069,0,908.3,906.5184028,904.8,29.48,23.89635417,17.07,4.658,1.808305556,0
2002,190,7/9/2002,7,9,3,18.29,16.25288194,13.19,0,86.7,58.18538194,32.22,1020,279.1780694,0,906.8,905.2753472,903,32.26,26.11871528,19.03,5.11,2.514979167,0.096
2002,191,7/10/2002,7,10,3,18.3,16.22315972,13.78,0,83.8,56.97722222,33.46,1067,252.8992708,0,905.9,904.4253472,902.2,31.92,26.14600694,20.76,4.255,1.878753472,0
2002,192,7/11/2002,7,11,3,19.39,16.62079861,14.63,0,88.7,67.63385417,37.75,979,228.5454618,0,905.2,903.4572917,901.5,31.02,23.58815972,18.05,5.76,1.603375,0
2002,193,7/12/2002,7,12,3,17.41,16.09774306,12.77,0,94.1,64.10479167,31.44,985,287.4985938,0,902.7,900.8920139,898.1,31.9,24.46131944,17.01,4.68,1.590236111,0
2002,194,7/13/2002,7,13,3,18.73,16.58152778,13.24,0,92.3,65.37631944,37.45,1025,313.4191389,0,901,899.7430556,898.2,29.39,24.04319444,17.51,5.018,2.581725694,0
2002,195,7/14/2002,7,14,3,17.88,13.78510417,9.41,0.26,84.9,55.04836806,26.35,993,320.7015451,0,902.4,901.025,899,30.91,24.69697917,17.82,4.443,2.3543125,0
2002,196,7/15/2002,7,15,3,17.3,14.04833333,10.94,0,89.6,55.02159722,28.86,1104,301.795816,0,903.4,901.8309028,900.1,31.13,24.85628472,18.02,5.548,2.434607639,0
2002,197,7/16/2002,7,16,3,17.16,14.53291667,11.2,0,87.1,57.44131944,31.91,1065,284.0996215,0,903,901.9788194,900.4,30.39,24.31986111,17.69,5.075,2.458934028,0
2002,198,7/17/2002,7,17,3,18.82,15.6671875,11.55,0.01,93.4,60.0546875,29.34,1079,302.5716424,0,903.9,902.2649306,900.7,31.82,25.29357639,19.33,5.135,2.469201389,0.575
2002,199,7/18/2002,7,18,3,18.67,16.06142361,13.46,0,83.2,57.9428125,33.57,1068,297.0527396,0,903,901.3232639,898.7,31.71,25.70538194,19.46,4.523,2.544604167,0.649
2002,200,7/19/2002,7,19,3,19.18,16.30548611,13.63,0,81.3,57.24684028,30.97,1089,311.2061806,0,901.4,899.9739583,897.4,33.23,26.31395833,19.17,5.535,2.979892361,0.055
2002,201,7/20/2002,7,20,3,17.37,14.86170139,10.72,0,82.8,52.40402778,29.39,1031,313.7402222,0,901.9,900.6475694,898.7,33.36,26.5121875,19.15,6.015,3.361677083,0.45
2002,202,7/21/2002,7,21,3,17.4,14.1275,11.6,0.06,76.5,47.97493056,26,970,319.445434,0,902.4,900.721875,898.1,33.96,26.898125,19.92,6.583,3.525586806,1.455
2002,203,7/22/2002,7,22,3,17.32,14.29798611,11.8,0,72.7,52.65920139,29.2,1025,218.0983611,0,906.9,902.8930556,900.8,33.21,25.23652778,20.18,5.793,2.7764375,0.514
2002,204,7/23/2002,7,23,3,16.76,14.49767361,10.88,0,71.8,53.84934028,27.33,1140,261.286066,0,907.5,905.9600694,904.1,32.24,25.24753472,19.14,4.948,1.82253125,0
2002,205,7/24/2002,7,24,3,16.44,12.54611111,7.22,0,74.4,44.15204861,18.84,932,314.2180382,0,906.8,904.6475694,901.7,34.59,27.48017361,18.77,6.42,2.599270833,0
2002,206,7/25/2002,7,25,3,15.79,11.82861111,8.99,0,75.3,39.68704861,18.76,1005,323.7307639,0,903.7,901.3114583,898.8,36.71,28.70472222,19.25,5.785,2.835885417,0
2002,207,7/26/2002,7,26,3,12.41,11.14892361,9.65,0,60.14,35.36260417,19.48,928,318.0596597,0,900.6,898.3628472,895.5,36.9,29.10871528,20.08,6.593,3.5903125,0.244
2002,208,7/27/2002,7,27,3,18.81,14.334375,11.13,0,86.6,43.67822917,22.34,922,284.8717396,0,898.9,896.6947917,894.1,36.28,28.74829861,21.06,11.69,3.646385417,0
2002,209,7/28/2002,7,28,3,19.89,17.15684028,12.69,0,90,59.72864583,26.54,1134,252.6901111,0,899.4,896.2684028,894,34.87,26.76607639,20.64,9.02,3.265440972,0
2002,210,7/29/2002,7,29,3,19.02,16.63517361,10.27,0,90.8,64.24850694,27.3,926,260.7310451,0,902.8,900.2288194,896.8,31.18,24.60065972,18.77,8.96,3.916961806,0.174
2002,211,7/30/2002,7,30,3,18.35,15.94784722,11.08,0,98.6,65.92215278,27.73,1091,271.0465278,0,903.4,901.9805556,900.1,32.02,24.2896875,18.18,4,1.691892361,0
2002,212,7/31/2002,7,31,3,17.96,15.17336806,10.76,0,87.5,53.73475694,24.61,1119,292.5185521,0,901.8,899.8791667,897.5,33.9,26.73857639,19.23,4.733,2.529545139,0.634
2002,213,8/1/2002,8,1,3,18.47,16.36538194,10.76,0,80.1,56.06791667,22.59,939,325.3697639,0,901.3,898.8979167,897.1,35.43,26.886875,20.45,8.62,2.782055556,0.027
2002,214,8/2/2002,8,2,3,18.7,16.07291667,10.86,0.01,81.6,55.00121528,25.92,1186,290.1620729,0,904,902.2552083,900.7,33.1,2.359895833,-6999,5.26,2.119215278,0
